paymentId,gcTransactionId,instructionId,endToEndId,timestamp,paymentMethod,serviceLevel,debtorAccount,debtorCountry,debtorBic,debtorAgentBic,creditorAccount,creditorCountry,creditorBic,creditorAgentBic,intermediaryAgentBic,instructedAmount,instructedCurrency,equivalentAmount,equivalentCurrency,chargeBearer,purposeCode,status,railName,errorCode,errorMessage,requestShape,responseShape,requestPayload,responsePayload,failureCategory,actualOrigin,originSource
MER-PAY-20250317-000260,gc-7daa21d4-5f12-6b8e-19970f2e2133,GC-INSTR-BBB44309D2564A930241,E2E-D467A182E5747340CA158F98,2025-03-19T16:22:35.838Z,SCT_INST,INST,NL76BUNQ07937416089,NL,,,FR256885632659F23301A3D2950,FR,,,,235.83,EUR,,,,OTHR,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000260"", ""instructionId"": ""GC-INSTR-BBB44309D2564A930241"", ""endToEndId"": ""E2E-D467A182E5747340CA158F98"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Fatima El Amrani"", ""account"": ""NL76BUNQ07937416089""}, ""creditor"": {""name"": ""Marie Dubois"", ""account"": ""FR256885632659F23301A3D2950""}, ""instructedAmount"": {""value"": 235.83, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19"", ""serviceLevel"": ""INST"", ""purposeCode"": ""OTHR""}","{""paymentId"": ""MER-PAY-20250317-000260"", ""gcTransactionId"": ""gc-7daa21d4-5f12-6b8e-19970f2e2133"", ""instructionId"": ""GC-INSTR-BBB44309D2564A930241"", ""endToEndId"": ""E2E-D467A182E5747340CA158F98"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606257666510"", ""acceptedTimestamp"": ""2025-03-19T16:22:35.838Z"", ""expectedSettlement"": ""2025-03-19T16:22:42.877Z""}",,,
MER-PAY-20250317-000261,gc-3ad4c531-8c54-80dd-9b466fd3d5a5,GC-INSTR-0D5370D7709B1C1ECCFB,E2E-033C5660040EAFE50E22F091,2025-03-19T16:28:06.761Z,SCT_INST,INST,NL29INGB06633161408,NL,,,FR2311022183637B1C47B0C9A56,FR,,,,1394.12,EUR,,,,OTHR,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000261"", ""instructionId"": ""GC-INSTR-0D5370D7709B1C1ECCFB"", ""endToEndId"": ""E2E-033C5660040EAFE50E22F091"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Thijs Hendriks"", ""account"": ""NL29INGB06633161408""}, ""creditor"": {""name"": ""Klaus Schmidt"", ""account"": ""FR2311022183637B1C47B0C9A56""}, ""instructedAmount"": {""value"": 1394.12, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19"", ""serviceLevel"": ""INST"", ""purposeCode"": ""OTHR""}","{""paymentId"": ""MER-PAY-20250317-000261"", ""gcTransactionId"": ""gc-3ad4c531-8c54-80dd-9b466fd3d5a5"", ""instructionId"": ""GC-INSTR-0D5370D7709B1C1ECCFB"", ""endToEndId"": ""E2E-033C5660040EAFE50E22F091"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606251194860"", ""acceptedTimestamp"": ""2025-03-19T16:28:06.761Z"", ""expectedSettlement"": ""2025-03-19T16:28:08.861Z""}",,,
MER-PAY-20250317-000262,gc-a05a265b-70ef-8ee9-8f795d128373,GC-INSTR-D18B5E1BCF5B3CB0B457,E2E-ECFC7C5E42D37037AF2B06CD,2025-03-19T16:29:15.237Z,SCT_INST,INST,NL60RABO03346026335,NL,,,BE19827776895891,BE,,,,1489.2,EUR,,,,OTHR,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000262"", ""instructionId"": ""GC-INSTR-D18B5E1BCF5B3CB0B457"", ""endToEndId"": ""E2E-ECFC7C5E42D37037AF2B06CD"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Lotte van Dijk"", ""account"": ""NL60RABO03346026335""}, ""creditor"": {""name"": ""Sophie Martin"", ""account"": ""BE19827776895891""}, ""instructedAmount"": {""value"": 1489.2, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19"", ""serviceLevel"": ""INST"", ""purposeCode"": ""OTHR""}","{""paymentId"": ""MER-PAY-20250317-000262"", ""gcTransactionId"": ""gc-a05a265b-70ef-8ee9-8f795d128373"", ""instructionId"": ""GC-INSTR-D18B5E1BCF5B3CB0B457"", ""endToEndId"": ""E2E-ECFC7C5E42D37037AF2B06CD"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606259310085"", ""acceptedTimestamp"": ""2025-03-19T16:29:15.237Z"", ""expectedSettlement"": ""2025-03-19T16:29:17.831Z""}",,,
MER-PAY-20250317-000263,gc-54853bed-399c-174b-92ece1c19b5e,GC-INSTR-F9DB7AE5FE6813F7E772,E2E-1BFF4762EDFB60B6944DB851,2025-03-19T16:44:28.222Z,SCT,,NL64BUNQ03079685909,NL,,,BE56907879828327,BE,,,,4577.6,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000263"", ""instructionId"": ""GC-INSTR-F9DB7AE5FE6813F7E772"", ""endToEndId"": ""E2E-1BFF4762EDFB60B6944DB851"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Maria Jansen"", ""account"": ""NL64BUNQ03079685909""}, ""creditor"": {""name"": ""Maria Rossi"", ""account"": ""BE56907879828327""}, ""instructedAmount"": {""value"": 4577.6, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19""}","{""paymentId"": ""MER-PAY-20250317-000263"", ""gcTransactionId"": ""gc-54853bed-399c-174b-92ece1c19b5e"", ""instructionId"": ""GC-INSTR-F9DB7AE5FE6813F7E772"", ""endToEndId"": ""E2E-1BFF4762EDFB60B6944DB851"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625133670"", ""acceptedTimestamp"": ""2025-03-19T16:44:28.222Z"", ""expectedSettlement"": ""2025-03-20T16:44:28.575Z""}",,,
MER-PAY-20250317-000264,gc-29097dae-2daa-4661-9506d42f674b,GC-INSTR-E5E2CA2CF1C6C86C484F,E2E-E9AC6A15277A015EF3B22232,2025-03-19T16:50:18.851Z,SCT_INST,INST,NL23ABNA08589496172,NL,,,BE17447351991711,BE,,,,2272.32,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000264"", ""instructionId"": ""GC-INSTR-E5E2CA2CF1C6C86C484F"", ""endToEndId"": ""E2E-E9AC6A15277A015EF3B22232"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Maria Jansen"", ""account"": ""NL23ABNA08589496172""}, ""creditor"": {""name"": ""Patrick Murphy"", ""account"": ""BE17447351991711""}, ""instructedAmount"": {""value"": 2272.32, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000264"", ""gcTransactionId"": ""gc-29097dae-2daa-4661-9506d42f674b"", ""instructionId"": ""GC-INSTR-E5E2CA2CF1C6C86C484F"", ""endToEndId"": ""E2E-E9AC6A15277A015EF3B22232"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606256544164"", ""acceptedTimestamp"": ""2025-03-19T16:50:18.851Z"", ""expectedSettlement"": ""2025-03-19T16:50:23.785Z""}",,,
MER-PAY-20250317-000265,gc-fdc24ad8-1dd4-c4e2-6f3750083f50,GC-INSTR-EDAC24DB2B7014D8B814,E2E-406C71E908326936A1F188F8,2025-03-19T16:51:50.894Z,SCT,,NL15RABO04051531952,NL,,,BE79446393750897,BE,,,,4905.05,EUR,,,,,FAILED,SCT,AC06,Blocked Account,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000265"", ""instructionId"": ""GC-INSTR-EDAC24DB2B7014D8B814"", ""endToEndId"": ""E2E-406C71E908326936A1F188F8"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Kasim Yilmaz"", ""account"": ""NL15RABO04051531952""}, ""creditor"": {""name"": ""Tom Janssens"", ""account"": ""BE79446393750897""}, ""instructedAmount"": {""value"": 4905.05, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19""}","{""paymentId"": ""MER-PAY-20250317-000265"", ""gcTransactionId"": ""gc-fdc24ad8-1dd4-c4e2-6f3750083f50"", ""instructionId"": ""GC-INSTR-EDAC24DB2B7014D8B814"", ""endToEndId"": ""E2E-406C71E908326936A1F188F8"", ""status"": ""FAILED"", ""failedTimestamp"": ""2025-03-19T16:51:58.044Z"", ""railName"": ""SCT"", ""errorCode"": ""AC06"", ""errorMessage"": ""Blocked Account""}",SCHEME_REJECT,RAIL,KNOWN_FROM_TEST_DESIGN
MER-PAY-20250317-000266,gc-6eb37e81-19ab-529c-20aca13c4676,GC-INSTR-2A594D6E09346023211E,E2E-994E467B184A02CEB2237E40,2025-03-19T16:57:19.144Z,SCT,,NL91BUNQ05817452735,NL,,,FR625083830941F3F0421CF8580,FR,,,,3448.76,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000266"", ""instructionId"": ""GC-INSTR-2A594D6E09346023211E"", ""endToEndId"": ""E2E-994E467B184A02CEB2237E40"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Maria Jansen"", ""account"": ""NL91BUNQ05817452735""}, ""creditor"": {""name"": ""Marie Dubois"", ""account"": ""FR625083830941F3F0421CF8580""}, ""instructedAmount"": {""value"": 3448.76, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19""}","{""paymentId"": ""MER-PAY-20250317-000266"", ""gcTransactionId"": ""gc-6eb37e81-19ab-529c-20aca13c4676"", ""instructionId"": ""GC-INSTR-2A594D6E09346023211E"", ""endToEndId"": ""E2E-994E467B184A02CEB2237E40"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625172816"", ""acceptedTimestamp"": ""2025-03-19T16:57:19.144Z"", ""expectedSettlement"": ""2025-03-20T16:57:19.643Z""}",,,
MER-PAY-20250317-000267,gc-f03a637c-7d71-7a16-80199483af50,GC-INSTR-E29B269E86FEC4FF726B,E2E-37897AB1C35DF48B022BB193,2025-03-19T17:13:10.220Z,SCT,,NL27INGB05160917798,NL,,,ES1096891795809312085761,ES,,,,2440.51,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000267"", ""instructionId"": ""GC-INSTR-E29B269E86FEC4FF726B"", ""endToEndId"": ""E2E-37897AB1C35DF48B022BB193"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Rajesh Kumar"", ""account"": ""NL27INGB05160917798""}, ""creditor"": {""name"": ""Philippe Bernard"", ""account"": ""ES1096891795809312085761""}, ""instructedAmount"": {""value"": 2440.51, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19""}","{""paymentId"": ""MER-PAY-20250317-000267"", ""gcTransactionId"": ""gc-f03a637c-7d71-7a16-80199483af50"", ""instructionId"": ""GC-INSTR-E29B269E86FEC4FF726B"", ""endToEndId"": ""E2E-37897AB1C35DF48B022BB193"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625633025"", ""acceptedTimestamp"": ""2025-03-19T17:13:10.220Z"", ""expectedSettlement"": ""2025-03-20T17:13:10.799Z""}",,,
MER-PAY-20250317-000268,gc-c03330e0-9c96-65bb-f9a717fdcb28,GC-INSTR-B2ECCDD65AD27C8A41E3,E2E-9CE797005A73591B656C83EC,2025-03-19T17:15:21.309Z,SCT_INST,INST,NL10INGB09897014557,NL,,,FR864110842838A7D186F925993,FR,,,,836.58,EUR,,,,OTHR,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000268"", ""instructionId"": ""GC-INSTR-B2ECCDD65AD27C8A41E3"", ""endToEndId"": ""E2E-9CE797005A73591B656C83EC"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Kasim Yilmaz"", ""account"": ""NL10INGB09897014557""}, ""creditor"": {""name"": ""Klaus Schmidt"", ""account"": ""FR864110842838A7D186F925993""}, ""instructedAmount"": {""value"": 836.58, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19"", ""serviceLevel"": ""INST"", ""purposeCode"": ""OTHR""}","{""paymentId"": ""MER-PAY-20250317-000268"", ""gcTransactionId"": ""gc-c03330e0-9c96-65bb-f9a717fdcb28"", ""instructionId"": ""GC-INSTR-B2ECCDD65AD27C8A41E3"", ""endToEndId"": ""E2E-9CE797005A73591B656C83EC"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606253913104"", ""acceptedTimestamp"": ""2025-03-19T17:15:21.309Z"", ""expectedSettlement"": ""2025-03-19T17:15:29.054Z""}",,,
MER-PAY-20250317-000269,gc-d589d5af-0103-b0f8-bbe5fb5abac9,GC-INSTR-F5BDC67D810F9D4E9C41,E2E-0213166402A2F4676482AB9D,2025-03-19T17:45:00.795Z,SCT,,NL32ABNA07498849591,NL,,,ES1034351007411962467541,ES,,,,3738.18,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000269"", ""instructionId"": ""GC-INSTR-F5BDC67D810F9D4E9C41"", ""endToEndId"": ""E2E-0213166402A2F4676482AB9D"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Sophie de Boer"", ""account"": ""NL32ABNA07498849591""}, ""creditor"": {""name"": ""Maria Rossi"", ""account"": ""ES1034351007411962467541""}, ""instructedAmount"": {""value"": 3738.18, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19""}","{""paymentId"": ""MER-PAY-20250317-000269"", ""gcTransactionId"": ""gc-d589d5af-0103-b0f8-bbe5fb5abac9"", ""instructionId"": ""GC-INSTR-F5BDC67D810F9D4E9C41"", ""endToEndId"": ""E2E-0213166402A2F4676482AB9D"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625487390"", ""acceptedTimestamp"": ""2025-03-19T17:45:00.795Z"", ""expectedSettlement"": ""2025-03-20T17:45:00.427Z""}",,,
MER-PAY-20250317-000270,gc-1c74030e-8f84-c35c-d515ebe6f77e,GC-INSTR-8CB19D851A496B50D5F4,E2E-FF1A5CAF29C01C5699AF5C98,2025-03-19T17:58:04.321Z,SWIFT,URGP,NL67INGB01027868144,NL,,ABNANL2A,294184840683,PH,BOPIPHMM,BOPIPHMM,,4444.98,USD,4990.97,EUR,SHAR,SALA,ACCEPTED,SWIFT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000270"", ""instructionId"": ""GC-INSTR-8CB19D851A496B50D5F4"", ""endToEndId"": ""E2E-FF1A5CAF29C01C5699AF5C98"", ""paymentMethod"": ""SWIFT"", ""debtor"": {""name"": ""Thijs Hendriks"", ""account"": ""NL67INGB01027868144"", ""address"": {""country"": ""NL"", ""city"": ""Amsterdam"", ""addressLine"": ""Stationsplein 9"", ""postCode"": ""1012AB""}}, ""creditor"": {""name"": ""Kofi Asante"", ""account"": ""294184840683"", ""address"": {""country"": ""PH"", ""city"": ""Manila"", ""addressLine"": ""Local Address"", ""postCode"": """"}}, ""instructedAmount"": {""value"": 4444.98, ""currency"": ""USD""}, ""requestedExecutionDate"": ""2025-03-19"", ""debtorAgent"": {""bic"": ""ABNANL2A""}, ""creditorAgent"": {""bic"": ""BOPIPHMM""}, ""equivalentAmount"": {""value"": 4990.97, ""currency"": ""EUR""}, ""chargeBearer"": ""SHAR"", ""purposeCode"": ""SALA"", ""serviceLevel"": ""URGP""}","{""paymentId"": ""MER-PAY-20250317-000270"", ""gcTransactionId"": ""gc-1c74030e-8f84-c35c-d515ebe6f77e"", ""instructionId"": ""GC-INSTR-8CB19D851A496B50D5F4"", ""endToEndId"": ""E2E-FF1A5CAF29C01C5699AF5C98"", ""status"": ""ACCEPTED"", ""railName"": ""SWIFT"", ""schemeReference"": ""c8132c08-5c89-414f-b8cd-1fa7a5eca2f6"", ""acceptedTimestamp"": ""2025-03-19T17:58:04.321Z"", ""expectedSettlement"": ""2025-03-20T17:58:04.851Z""}",,,
MER-PAY-20250317-000271,gc-e47f525e-6cf9-32f6-bcb952818c83,GC-INSTR-63A2D860EB02E5EC3899,E2E-11692133BB5DFF0708EE9A9C,2025-03-19T18:10:52.202Z,SCT_INST,INST,NL84TRIO06866213805,NL,,,BE19725531518080,BE,,,,1854.82,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000271"", ""instructionId"": ""GC-INSTR-63A2D860EB02E5EC3899"", ""endToEndId"": ""E2E-11692133BB5DFF0708EE9A9C"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Eva Peters"", ""account"": ""NL84TRIO06866213805""}, ""creditor"": {""name"": ""Maria Rossi"", ""account"": ""BE19725531518080""}, ""instructedAmount"": {""value"": 1854.82, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000271"", ""gcTransactionId"": ""gc-e47f525e-6cf9-32f6-bcb952818c83"", ""instructionId"": ""GC-INSTR-63A2D860EB02E5EC3899"", ""endToEndId"": ""E2E-11692133BB5DFF0708EE9A9C"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606253874187"", ""acceptedTimestamp"": ""2025-03-19T18:10:52.202Z"", ""expectedSettlement"": ""2025-03-19T18:10:56.921Z""}",,,
MER-PAY-20250317-000272,gc-f5201ec7-c042-beb3-b2c1436f1fb9,GC-INSTR-A5BA1FD8A40BDC924393,E2E-A44E90198B5115873031AE80,2025-03-19T18:35:43.308Z,SCT,,NL67INGB06245884693,NL,,,DE4571966500794658618,DE,,,,2509.48,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000272"", ""instructionId"": ""GC-INSTR-A5BA1FD8A40BDC924393"", ""endToEndId"": ""E2E-A44E90198B5115873031AE80"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Hendrik Visser"", ""account"": ""NL67INGB06245884693""}, ""creditor"": {""name"": ""Anna Mueller"", ""account"": ""DE4571966500794658618""}, ""instructedAmount"": {""value"": 2509.48, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19""}","{""paymentId"": ""MER-PAY-20250317-000272"", ""gcTransactionId"": ""gc-f5201ec7-c042-beb3-b2c1436f1fb9"", ""instructionId"": ""GC-INSTR-A5BA1FD8A40BDC924393"", ""endToEndId"": ""E2E-A44E90198B5115873031AE80"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625127060"", ""acceptedTimestamp"": ""2025-03-19T18:35:43.308Z"", ""expectedSettlement"": ""2025-03-20T18:35:43.531Z""}",,,
MER-PAY-20250317-000273,gc-a65f87c4-718c-8f4d-5965302520da,GC-INSTR-D669A43C3465F2150370,E2E-83D646E907446E1B112C0CBD,2025-03-19T18:59:28.715Z,SCT_INST,INST,NL76RABO08681900415,NL,,,FR37384005886428BA0D850D253,FR,,,,498.7,EUR,,,,OTHR,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000273"", ""instructionId"": ""GC-INSTR-D669A43C3465F2150370"", ""endToEndId"": ""E2E-83D646E907446E1B112C0CBD"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Bram Smits"", ""account"": ""NL76RABO08681900415""}, ""creditor"": {""name"": ""Tom Janssens"", ""account"": ""FR37384005886428BA0D850D253""}, ""instructedAmount"": {""value"": 498.7, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19"", ""serviceLevel"": ""INST"", ""purposeCode"": ""OTHR""}","{""paymentId"": ""MER-PAY-20250317-000273"", ""gcTransactionId"": ""gc-a65f87c4-718c-8f4d-5965302520da"", ""instructionId"": ""GC-INSTR-D669A43C3465F2150370"", ""endToEndId"": ""E2E-83D646E907446E1B112C0CBD"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606251193973"", ""acceptedTimestamp"": ""2025-03-19T18:59:28.715Z"", ""expectedSettlement"": ""2025-03-19T18:59:31.896Z""}",,,
MER-PAY-20250317-000274,gc-e67e46c5-1331-1eb8-573ed7bbbfb4,GC-INSTR-DF45BDD1DB0CF515311F,E2E-3E7607321EFD7739CA1E0AF9,2025-03-19T20:15:14.160Z,SCT,,NL58BUNQ09224006138,NL,,,BE44966815306861,BE,,,,896.8,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000274"", ""instructionId"": ""GC-INSTR-DF45BDD1DB0CF515311F"", ""endToEndId"": ""E2E-3E7607321EFD7739CA1E0AF9"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Pieter van den Berg"", ""account"": ""NL58BUNQ09224006138""}, ""creditor"": {""name"": ""Klaus Schmidt"", ""account"": ""BE44966815306861""}, ""instructedAmount"": {""value"": 896.8, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19""}","{""paymentId"": ""MER-PAY-20250317-000274"", ""gcTransactionId"": ""gc-e67e46c5-1331-1eb8-573ed7bbbfb4"", ""instructionId"": ""GC-INSTR-DF45BDD1DB0CF515311F"", ""endToEndId"": ""E2E-3E7607321EFD7739CA1E0AF9"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625781918"", ""acceptedTimestamp"": ""2025-03-19T20:15:14.160Z"", ""expectedSettlement"": ""2025-03-20T20:15:14.320Z""}",,,
MER-PAY-20250317-000275,gc-82102ddb-e4e9-c45e-5fc2dac02304,GC-INSTR-A501F662FD1D2C4CA176,E2E-B6FE05B77DD11D2284E99F89,2025-03-19T20:38:43.942Z,SCT,,NL51INGB07150416591,NL,,,FR132062570323DA7F90FAF5B82,FR,,,,1096.27,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000275"", ""instructionId"": ""GC-INSTR-A501F662FD1D2C4CA176"", ""endToEndId"": ""E2E-B6FE05B77DD11D2284E99F89"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Pieter van den Berg"", ""account"": ""NL51INGB07150416591""}, ""creditor"": {""name"": ""Sophie Martin"", ""account"": ""FR132062570323DA7F90FAF5B82""}, ""instructedAmount"": {""value"": 1096.27, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19""}","{""paymentId"": ""MER-PAY-20250317-000275"", ""gcTransactionId"": ""gc-82102ddb-e4e9-c45e-5fc2dac02304"", ""instructionId"": ""GC-INSTR-A501F662FD1D2C4CA176"", ""endToEndId"": ""E2E-B6FE05B77DD11D2284E99F89"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625151047"", ""acceptedTimestamp"": ""2025-03-19T20:38:43.942Z"", ""expectedSettlement"": ""2025-03-20T20:38:43.820Z""}",,,
MER-PAY-20250317-000276,gc-dca19fe7-d7b1-c428-736651e3149f,GC-INSTR-C77CAB72C4A3ED9779D5,E2E-1ECD38A02E0C480449600049,2025-03-19T21:00:50.715Z,SCT_INST,INST,NL56TRIO03762426622,NL,,,BE86257155453638,BE,,,,1959.09,EUR,,,,,ACCEPTED,SCT_INST,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000276"", ""instructionId"": ""GC-INSTR-C77CAB72C4A3ED9779D5"", ""endToEndId"": ""E2E-1ECD38A02E0C480449600049"", ""paymentMethod"": ""SCT_INST"", ""debtor"": {""name"": ""Eva Peters"", ""account"": ""NL56TRIO03762426622""}, ""creditor"": {""name"": ""Ines De Smet"", ""account"": ""BE86257155453638""}, ""instructedAmount"": {""value"": 1959.09, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19"", ""serviceLevel"": ""INST""}","{""paymentId"": ""MER-PAY-20250317-000276"", ""gcTransactionId"": ""gc-dca19fe7-d7b1-c428-736651e3149f"", ""instructionId"": ""GC-INSTR-C77CAB72C4A3ED9779D5"", ""endToEndId"": ""E2E-1ECD38A02E0C480449600049"", ""status"": ""ACCEPTED"", ""railName"": ""SCT_INST"", ""schemeReference"": ""RT1INST202606251890053"", ""acceptedTimestamp"": ""2025-03-19T21:00:50.715Z"", ""expectedSettlement"": ""2025-03-19T21:00:53.735Z""}",,,
MER-PAY-20250317-000277,gc-e2a56bc7-19f4-1f26-56b6c5ca3678,GC-INSTR-119D22BBB465CB42E0C8,E2E-8D6969BBB30F08FE05DDD42D,2025-03-19T21:19:25.248Z,SCT,,NL94INGB00212606501,NL,,,IE19AIBK59998889715350,IE,,,,199.42,EUR,,,,,ACCEPTED,SCT,,,COMPLETE,STRUCTURED,"{""paymentId"": ""MER-PAY-20250317-000277"", ""instructionId"": ""GC-INSTR-119D22BBB465CB42E0C8"", ""endToEndId"": ""E2E-8D6969BBB30F08FE05DDD42D"", ""paymentMethod"": ""SCT"", ""debtor"": {""name"": ""Lars Mulder"", ""account"": ""NL94INGB00212606501""}, ""creditor"": {""name"": ""Sophie Martin"", ""account"": ""IE19AIBK59998889715350""}, ""instructedAmount"": {""value"": 199.42, ""currency"": ""EUR""}, ""requestedExecutionDate"": ""2025-03-19""}","{""paymentId"": ""MER-PAY-20250317-000277"", ""gcTransactionId"": ""gc-e2a56bc7-19f4-1f26-56b6c5ca3678"", ""instructionId"": ""GC-INSTR-119D22BBB465CB42E0C8"", ""endToEndId"": ""E2E-8D6969BBB30F08FE05DDD42D"", ""status"": ""ACCEPTED"", ""railName"": ""SCT"", ""schemeReference"": ""EBACLRNG20260625482986"", ""acceptedTimestamp"": ""2025-03-19T21:19:25.248Z"", ""expectedSettlement"": ""2025-03-20T21:19:25.144Z""}",,,
